transaction_id,customer_id,product_id,product_name,transaction_date,experiment_condition,referring_channel,region_code,referral_discount,avg_income,churn_rate,brand_affinity_score,price_sensitivity,quality_orientation,aesthetic_importance,retail_price,cogs,review_star,review_text
T0000622,C00179,GO_AIR,Aura Go Air,2022-09-07,Influencer,Social,NE,0,66209,0.11,3,Med,Med,High,180,126,4.25,Loved the portability and simple controls; good value.
T0005313,C01444,GO_AIR,Aura Go Air,2022-09-07,Professional,Social,W,0,47458,0.17,3,High,Low,Med,180,126,,
T0000520,C00145,GO_LITE,Aura Go Lite,2022-09-08,Professional,Search,NE,0,46567,0.19,3,High,Med,Med,220,149.6,,
T0003906,C01061,GO_AIR,Aura Go Air,2022-09-08,Influencer,Direct,W,0,69003,0.07,4,Med,Med,High,180,126,3.93,"Great everyday set—comfortable, convenient, and stylish."
T0002179,C00582,GO_LITE,Aura Go Lite,2022-09-08,Influencer,Social,NE,0,69138,0.08,3,Med,Med,High,220,149.6,,
T0000007,C00002,GO_AIR,Aura Go Air,2022-09-09,Influencer,Direct,MW,0,65685,0.07,4,Med,Med,Med,180,126,,
T0005450,C01476,PRO_CLASSIC,Aura Pro Classic,2022-09-09,Influencer,Search,NE,0,47916,0.17,3,High,Low,Med,1200,480,4.54,Never knew detail like this existed; immersive and balanced.
T0002255,C00608,GO_ACTIVE,Aura Go Active,2022-09-09,Control,Email,EU,0,52948,0.18,3,High,Med,High,280,193.2,4.8,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0005473,C01481,GO_LITE,Aura Go Lite,2022-09-09,Professional,Direct,MW,0,65416,0.07,4,Med,Med,High,220,149.6,4.4,"Great everyday set—comfortable, convenient, and stylish."
T0005473,C01481,GO_ACTIVE,Aura Go Active,2022-09-09,Professional,Direct,MW,0,65416,0.07,4,Med,Med,High,280,193.2,,
T0001214,C00331,GO_AIR,Aura Go Air,2022-09-09,Influencer,Email,EU,0,51592,0.18,3,High,Med,High,180,126,,
T0003779,C01029,GO_MAX,Aura Go Max,2022-09-09,Influencer,Email,NE,0,48077,0.19,3,High,Med,Med,320,211.2,,
T0001894,C00511,GO_AIR,Aura Go Air,2022-09-09,Control,Email,NE,0,47361,0.17,3,High,Med,Med,180,126,,
T0001894,C00511,GO_MAX,Aura Go Max,2022-09-09,Control,Email,NE,0,47361,0.17,3,High,Med,Med,320,211.2,,
T0002616,C00718,PRO_X,Aura Pro X,2022-09-09,Influencer,ReviewSite,SE,0,65093,0.08,3,Med,Med,High,1400,560,4.41,Stepping up from Go Plus to Pro Studio blew me away—stunning detail.
T0002255,C00608,GO_PLUS,Aura Go Plus,2022-09-09,Control,Email,EU,0,52948,0.18,3,High,Med,High,260,174.2,,
T0003779,C01029,GO_MAX,Aura Go Max,2022-09-09,Influencer,Email,NE,0,48077,0.19,3,High,Med,Med,320,211.2,,
T0002540,C00702,PRO_X,Aura Pro X,2022-09-09,Professional,ReviewSite,NE,0,90313,0.23,5,Low,High,Med,1400,560,4.78,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0000007,C00002,GO_LITE,Aura Go Lite,2022-09-09,Influencer,Direct,MW,0,65685,0.07,4,Med,Med,Med,220,149.6,,
T0001356,C00374,GO_AIR,Aura Go Air,2022-09-09,Influencer,ReviewSite,W,0,52938,0.17,3,High,Med,Med,180,126,4.15,Solid value for money; looks sleek and gets the job done.
T0000815,C00231,GO_PLUS,Aura Go Plus,2022-09-10,Professional,Affiliate,SE,0,46323,0.18,3,High,Med,High,260,174.2,3.95,Solid value for money; looks sleek and gets the job done.
T0000815,C00231,GO_MAX,Aura Go Max,2022-09-10,Professional,Affiliate,SE,0,46323,0.18,3,High,Med,High,320,211.2,,
T0004612,C01243,GO_PLUS,Aura Go Plus,2022-09-10,Influencer,Social,SE,0,42565,0.17,3,High,Med,Med,260,174.2,4.25,Very comfy with great battery life; sound is fine for commuting.
T0002999,C00814,GO_AIR,Aura Go Air,2022-09-10,Influencer,Social,W,0,69716,0.07,4,Med,Med,High,180,126,,
T0002999,C00814,GO_MAX,Aura Go Max,2022-09-10,Influencer,Social,W,0,69716,0.07,4,Med,Med,High,320,211.2,4.47,Loved the portability and simple controls; good value.
T0002999,C00814,GO_ACTIVE,Aura Go Active,2022-09-10,Influencer,Social,W,0,69716,0.07,4,Med,Med,High,280,193.2,,
T0004007,C01086,GO_ACTIVE,Aura Go Active,2022-09-10,Professional,Affiliate,SW,0,48855,0.20,2,High,Med,Med,280,193.2,,
T0001524,C00413,GO_LITE,Aura Go Lite,2022-09-10,Professional,Social,EU,0,63741,0.08,4,Med,Med,High,220,149.6,,
T0003338,C00909,GO_ACTIVE,Aura Go Active,2022-09-10,Professional,Social,EU,0,49510,0.19,3,High,Med,Med,280,193.2,4.45,Very comfy with great battery life; sound is fine for commuting.
T0005176,C01408,GO_MAX,Aura Go Max,2022-09-10,Influencer,Direct,SE,0,67607,0.09,4,Med,Med,High,320,211.2,,
T0001078,C00293,PRO_STUDIO,Aura Pro Studio,2022-09-10,Influencer,Search,MW,0,69101,0.09,4,Med,High,High,1500,600,,
T0001078,C00293,GO_AIR,Aura Go Air,2022-09-10,Influencer,Search,MW,0,69101,0.09,4,Med,High,High,180,126,4.19,Loved the portability and simple controls; good value.
T0001102,C00303,GO_ACTIVE,Aura Go Active,2022-09-11,Professional,Affiliate,SE,0,46625,0.17,3,High,Med,Med,280,193.2,4.08,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0001042,C00285,GO_MAX,Aura Go Max,2022-09-11,Professional,Search,SW,0,50541,0.18,3,High,Med,Med,320,211.2,,
T0000967,C00268,GO_MAX,Aura Go Max,2022-09-11,Influencer,Social,MW,0,40632,0.16,3,High,Med,Med,320,211.2,4.31,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0000584,C00166,GO_ACTIVE,Aura Go Active,2022-09-11,Professional,Email,EU,0,69235,0.07,4,Med,Med,High,280,193.2,4.58,"Great everyday set—comfortable, convenient, and stylish."
T0001626,C00445,GO_MAX,Aura Go Max,2022-09-11,Control,Social,W,0,68242,0.05,4,Med,Med,Med,320,211.2,,
T0004502,C01218,GO_MAX,Aura Go Max,2022-09-12,Influencer,Email,EU,0,57082,0.19,3,High,Med,High,320,211.2,,
T0004455,C01204,GO_ACTIVE,Aura Go Active,2022-09-12,Influencer,Social,NE,0,46288,0.17,3,High,Med,Med,280,193.2,,
T0004502,C01218,GO_PLUS,Aura Go Plus,2022-09-12,Influencer,Email,EU,0,57082,0.19,3,High,Med,High,260,174.2,4.2,Solid value for money; looks sleek and gets the job done.
T0000746,C00213,GO_AIR,Aura Go Air,2022-09-12,Professional,Search,W,0,48237,0.19,3,High,Med,Med,180,126,,
T0005467,C01479,GO_ACTIVE,Aura Go Active,2022-09-12,Control,Affiliate,W,0,48576,0.20,3,High,Med,Med,280,193.2,,
T0003095,C00838,GO_ACTIVE,Aura Go Active,2022-09-12,Influencer,Email,MW,1,45985,0.17,3,High,Med,Med,280,193.2,,
T0003027,C00819,PRO_STUDIO,Aura Pro Studio,2022-09-13,Influencer,Affiliate,MW,0,86664,0.24,5,Low,High,Med,1500,600,4.04,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0003704,C01015,GO_ACTIVE,Aura Go Active,2022-09-13,Influencer,Search,SW,0,48962,0.20,3,High,Med,Med,280,193.2,,
T0000999,C00274,GO_MAX,Aura Go Max,2022-09-13,Professional,Direct,EU,0,62972,0.09,3,Med,Med,High,320,211.2,4.6,Battery and comfort are fantastic; a perfect starter.
T0003027,C00819,PRO_X,Aura Pro X,2022-09-13,Influencer,Affiliate,MW,0,86664,0.24,5,Low,High,Med,1400,560,4.93,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0003881,C01057,GO_PLUS,Aura Go Plus,2022-09-13,Professional,Search,MW,0,51271,0.16,3,High,Med,Med,260,174.2,,
T0000264,C00071,GO_ACTIVE,Aura Go Active,2022-09-13,Professional,Search,SW,0,48276,0.18,2,High,Med,Med,280,193.2,,
T0000395,C00116,GO_PLUS,Aura Go Plus,2022-09-13,Professional,Email,SW,0,67505,0.09,4,Med,Med,High,260,174.2,3.77,"Great everyday set—comfortable, convenient, and stylish."
T0003881,C01057,GO_MAX,Aura Go Max,2022-09-13,Professional,Search,MW,0,51271,0.16,3,High,Med,Med,320,211.2,4.02,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0002534,C00698,GO_LITE,Aura Go Lite,2022-09-13,Professional,Affiliate,EU,1,47831,0.19,3,High,Med,Med,220,149.6,,
T0003701,C01013,GO_LITE,Aura Go Lite,2022-09-14,Influencer,Social,MW,0,68629,0.07,4,Med,Med,Med,220,149.6,,
T0003432,C00935,PRO_X,Aura Pro X,2022-09-14,Professional,ReviewSite,EU,0,86994,0.22,5,Low,High,Med,1400,560,5,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0002981,C00810,PRO_X,Aura Pro X,2022-09-14,Professional,Affiliate,SE,0,93602,0.23,5,Low,High,Med,1400,560,4.79,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0004518,C01222,PRO_CLASSIC,Aura Pro Classic,2022-09-14,Professional,ReviewSite,W,0,86556,0.22,5,Low,High,Med,1200,480,5,Impressive instrument separation and neutral tuning—reference-level clarity.
T0003432,C00935,PRO_STUDIO,Aura Pro Studio,2022-09-14,Professional,ReviewSite,EU,0,86994,0.22,5,Low,High,Med,1500,600,,
T0003890,C01059,GO_PLUS,Aura Go Plus,2022-09-14,Influencer,Social,NE,0,51293,0.17,2,High,Med,Med,260,174.2,4.15,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0003644,C00997,GO_MAX,Aura Go Max,2022-09-14,Influencer,Search,SW,0,72870,0.08,4,Med,Med,High,320,211.2,,
T0004107,C01116,GO_MAX,Aura Go Max,2022-09-14,Influencer,Affiliate,NE,0,48289,0.18,3,High,Med,Med,320,211.2,3.93,Very comfy with great battery life; sound is fine for commuting.
T0004107,C01116,GO_PLUS,Aura Go Plus,2022-09-14,Influencer,Affiliate,NE,0,48289,0.18,3,High,Med,Med,260,174.2,,
T0001172,C00320,GO_AIR,Aura Go Air,2022-09-14,Professional,Social,MW,0,47586,0.19,3,High,Med,Med,180,126,,
T0001172,C00320,PRO_X,Aura Pro X,2022-09-14,Professional,Social,MW,0,47586,0.19,3,High,Med,Med,1400,560,4.85,Expensive but worth it; the sound quality is on another level.
T0005526,C01496,GO_MAX,Aura Go Max,2022-09-14,Professional,Email,EU,0,48293,0.18,3,High,Med,High,320,211.2,,
T0000026,C00008,GO_AIR,Aura Go Air,2022-09-14,Influencer,Search,MW,0,64646,0.09,4,Med,Med,High,180,126,,
T0001172,C00320,GO_MAX,Aura Go Max,2022-09-14,Professional,Social,MW,0,47586,0.19,3,High,Med,Med,320,211.2,3.69,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0004763,C01295,GO_AIR,Aura Go Air,2022-09-14,Influencer,Direct,MW,0,66548,0.08,4,Med,Med,High,180,126,,
T0000179,C00051,GO_LITE,Aura Go Lite,2022-09-14,Influencer,Search,EU,0,63920,0.09,4,Med,Med,High,220,149.6,,
T0000657,C00190,PRO_X,Aura Pro X,2022-09-15,Influencer,Affiliate,W,0,83295,0.22,4,Low,High,Med,1400,560,4.76,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0001238,C00337,GO_AIR,Aura Go Air,2022-09-15,Influencer,ReviewSite,NE,0,65670,0.07,4,Med,Med,Med,180,126,,
T0001590,C00433,GO_LITE,Aura Go Lite,2022-09-15,Professional,Social,SW,1,52621,0.18,3,High,Med,Med,220,149.6,,
T0001207,C00327,GO_ACTIVE,Aura Go Active,2022-09-16,Influencer,Email,NE,0,49604,0.18,2,High,Med,Med,280,193.2,,
T0002001,C00536,GO_MAX,Aura Go Max,2022-09-16,Influencer,Search,SE,0,62351,0.08,4,Med,High,High,320,211.2,,
T0001207,C00327,GO_LITE,Aura Go Lite,2022-09-16,Influencer,Email,NE,0,49604,0.18,2,High,Med,Med,220,149.6,,
T0001821,C00496,GO_LITE,Aura Go Lite,2022-09-16,Influencer,Search,SW,0,50523,0.18,3,High,Med,Med,220,149.6,,
T0002036,C00545,GO_AIR,Aura Go Air,2022-09-17,Influencer,ReviewSite,EU,0,47572,0.18,3,High,Med,Med,180,126,,
T0001507,C00409,PRO_CLASSIC,Aura Pro Classic,2022-09-17,Professional,Social,SE,0,63238,0.08,4,Med,Med,High,1200,480,,
T0003560,C00977,GO_MAX,Aura Go Max,2022-09-17,Influencer,Direct,NE,0,47018,0.18,3,High,Low,Med,320,211.2,4.53,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0002467,C00676,GO_AIR,Aura Go Air,2022-09-17,Professional,Email,W,0,71398,0.07,4,Med,Med,Med,180,126,4.49,Loved the portability and simple controls; good value.
T0002575,C00710,GO_PLUS,Aura Go Plus,2022-09-17,Professional,Social,EU,0,51609,0.18,3,High,Med,Med,260,174.2,3.43,Very comfy with great battery life; sound is fine for commuting.
T0003865,C01054,GO_PLUS,Aura Go Plus,2022-09-18,Professional,Search,EU,1,46274,0.18,3,High,Med,Med,260,174.2,3.54,Very comfy with great battery life; sound is fine for commuting.
T0000532,C00151,GO_ACTIVE,Aura Go Active,2022-09-18,Control,Search,NE,0,64546,0.09,3,Med,High,High,280,193.2,4.46,Loved the portability and simple controls; good value.
T0000532,C00151,PRO_CLASSIC,Aura Pro Classic,2022-09-18,Control,Search,NE,0,64546,0.09,3,Med,High,High,1200,480,,
T0003865,C01054,GO_AIR,Aura Go Air,2022-09-18,Professional,Search,EU,1,46274,0.18,3,High,Med,Med,180,126,,
T0004033,C01092,GO_LITE,Aura Go Lite,2022-09-18,Influencer,Email,W,0,50124,0.19,3,High,Med,Med,220,149.6,,
T0002841,C00775,GO_LITE,Aura Go Lite,2022-09-18,Influencer,Search,EU,0,51953,0.18,3,High,Med,Med,220,149.6,,
T0004045,C01095,PRO_STUDIO,Aura Pro Studio,2022-09-19,Influencer,Affiliate,NE,0,85641,0.22,4,Low,High,Med,1500,600,,
T0002528,C00695,PRO_CLASSIC,Aura Pro Classic,2022-09-19,Professional,Direct,NE,0,82920,0.21,5,Low,High,Med,1200,480,4.87,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0004045,C01095,PRO_CLASSIC,Aura Pro Classic,2022-09-19,Influencer,Affiliate,NE,0,85641,0.22,4,Low,High,Med,1200,480,,
T0001961,C00526,GO_LITE,Aura Go Lite,2022-09-20,Control,Direct,SE,0,49048,0.19,3,High,Med,Med,220,149.6,,
T0002031,C00542,GO_ACTIVE,Aura Go Active,2022-09-20,Professional,Social,SW,0,50208,0.16,3,High,Med,High,280,193.2,3.45,Very comfy with great battery life; sound is fine for commuting.
T0004286,C01159,GO_MAX,Aura Go Max,2022-09-20,Professional,Social,SE,0,63990,0.07,4,Med,High,High,320,211.2,4.36,Battery and comfort are fantastic; a perfect starter.
T0004286,C01159,GO_PLUS,Aura Go Plus,2022-09-20,Professional,Social,SE,0,63990,0.07,4,Med,High,High,260,174.2,4.27,"Great everyday set—comfortable, convenient, and stylish."
T0001683,C00460,PRO_STUDIO,Aura Pro Studio,2022-09-20,Professional,Affiliate,W,0,88322,0.21,5,Low,High,Med,1500,600,,
T0004286,C01159,GO_LITE,Aura Go Lite,2022-09-20,Professional,Social,SE,0,63990,0.07,4,Med,High,High,220,149.6,4.02,Loved the portability and simple controls; good value.
T0001966,C00528,GO_ACTIVE,Aura Go Active,2022-09-21,Professional,Email,EU,0,49058,0.19,3,High,Med,Med,280,193.2,,
T0002598,C00716,PRO_CLASSIC,Aura Pro Classic,2022-09-21,Influencer,Direct,SE,0,63472,0.09,4,Med,High,High,1200,480,,
T0005212,C01417,PRO_STUDIO,Aura Pro Studio,2022-09-21,Control,ReviewSite,W,0,86315,0.23,4,Low,High,Med,1500,600,5,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0001218,C00333,PRO_STUDIO,Aura Pro Studio,2022-09-21,Professional,ReviewSite,SW,0,84704,0.22,5,Low,High,Med,1500,600,4.49,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0003913,C01062,GO_PLUS,Aura Go Plus,2022-09-21,Influencer,Email,W,0,71179,0.09,4,Med,Med,High,260,174.2,,
T0001218,C00333,PRO_STUDIO,Aura Pro Studio,2022-09-21,Professional,ReviewSite,SW,0,84704,0.22,5,Low,High,Med,1500,600,4.9,Impressive instrument separation and neutral tuning—reference-level clarity.
T0005212,C01417,PRO_STUDIO,Aura Pro Studio,2022-09-21,Control,ReviewSite,W,0,86315,0.23,4,Low,High,Med,1500,600,4.76,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0001165,C00318,GO_ACTIVE,Aura Go Active,2022-09-21,Professional,Affiliate,W,0,79170,0.22,5,Low,High,Med,280,193.2,,
T0003762,C01027,GO_AIR,Aura Go Air,2022-09-21,Influencer,Social,SE,0,61961,0.07,4,Med,Med,High,180,126,,
T0001693,C00463,GO_PLUS,Aura Go Plus,2022-09-21,Control,Email,W,0,48815,0.17,3,High,Low,Med,260,174.2,,
T0004210,C01141,GO_PLUS,Aura Go Plus,2022-09-21,Influencer,Affiliate,SE,0,59076,0.08,4,Med,Med,High,260,174.2,4.58,Loved the portability and simple controls; good value.
T0002598,C00716,GO_AIR,Aura Go Air,2022-09-21,Influencer,Direct,SE,0,63472,0.09,4,Med,High,High,180,126,4.38,"Great everyday set—comfortable, convenient, and stylish."
T0004826,C01312,GO_LITE,Aura Go Lite,2022-09-22,Influencer,Email,SW,0,60889,0.08,4,Med,Med,High,220,149.6,4.28,Loved the portability and simple controls; good value.
T0001459,C00400,GO_ACTIVE,Aura Go Active,2022-09-22,Influencer,Social,W,0,48577,0.18,3,High,Med,Med,280,193.2,,
T0004635,C01248,PRO_X,Aura Pro X,2022-09-22,Influencer,ReviewSite,NE,0,90946,0.21,5,Low,High,Med,1400,560,4.59,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0005387,C01461,GO_AIR,Aura Go Air,2022-09-22,Influencer,Search,SE,0,53065,0.17,3,High,Med,Med,180,126,,
T0001401,C00386,GO_AIR,Aura Go Air,2022-09-22,Control,Search,MW,0,62937,0.07,4,Med,Med,High,180,126,,
T0000593,C00170,GO_LITE,Aura Go Lite,2022-09-23,Professional,Email,W,0,52254,0.17,3,High,Med,Med,220,149.6,4.03,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0003237,C00881,PRO_STUDIO,Aura Pro Studio,2022-09-23,Control,ReviewSite,W,0,90557,0.21,5,Low,High,Med,1500,600,,
T0005170,C01407,PRO_X,Aura Pro X,2022-09-23,Influencer,ReviewSite,EU,0,67240,0.09,4,Med,Med,Med,1400,560,,
T0004225,C01145,GO_LITE,Aura Go Lite,2022-09-23,Influencer,Email,NE,1,40874,0.16,3,High,Med,Med,220,149.6,4.47,Very comfy with great battery life; sound is fine for commuting.
T0000327,C00090,GO_ACTIVE,Aura Go Active,2022-09-23,Influencer,Email,W,0,53760,0.18,3,High,Med,Med,280,193.2,,
T0005170,C01407,PRO_X,Aura Pro X,2022-09-23,Influencer,ReviewSite,EU,0,67240,0.09,4,Med,Med,Med,1400,560,,
T0002864,C00783,GO_ACTIVE,Aura Go Active,2022-09-24,Influencer,Email,MW,0,44161,0.17,3,High,Low,Med,280,193.2,,
T0002710,C00745,PRO_X,Aura Pro X,2022-09-25,Control,Affiliate,EU,0,83318,0.22,5,Low,High,Med,1400,560,4.33,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0002710,C00745,PRO_X,Aura Pro X,2022-09-25,Control,Affiliate,EU,0,83318,0.22,5,Low,High,Med,1400,560,4.77,Impressive instrument separation and neutral tuning—reference-level clarity.
T0002459,C00673,PRO_X,Aura Pro X,2022-09-25,Professional,Direct,NE,0,88924,0.20,5,Low,High,Med,1400,560,,
T0004987,C01358,GO_LITE,Aura Go Lite,2022-09-25,Professional,ReviewSite,NE,0,50404,0.17,3,High,Med,Med,220,149.6,,
T0004987,C01358,GO_ACTIVE,Aura Go Active,2022-09-25,Professional,ReviewSite,NE,0,50404,0.17,3,High,Med,Med,280,193.2,,
T0002282,C00616,GO_AIR,Aura Go Air,2022-09-25,Professional,Search,NE,0,73456,0.09,4,Low,Med,High,180,126,,
T0000388,C00114,GO_AIR,Aura Go Air,2022-09-25,Influencer,ReviewSite,SE,0,69639,0.08,4,Med,Med,High,180,126,3.61,Battery and comfort are fantastic; a perfect starter.
T0001850,C00502,GO_LITE,Aura Go Lite,2022-09-26,Control,Email,SE,0,48398,0.18,3,High,Low,Med,220,149.6,3.91,Very comfy with great battery life; sound is fine for commuting.
T0001850,C00502,GO_AIR,Aura Go Air,2022-09-26,Control,Email,SE,0,48398,0.18,3,High,Low,Med,180,126,3.41,Solid value for money; looks sleek and gets the job done.
T0003177,C00861,GO_LITE,Aura Go Lite,2022-09-26,Influencer,Email,NE,0,49475,0.17,3,High,Med,Med,220,149.6,,
T0005399,C01465,GO_MAX,Aura Go Max,2022-09-26,Professional,Direct,EU,0,65251,0.08,3,Med,Med,Med,320,211.2,5,Battery and comfort are fantastic; a perfect starter.
T0000990,C00273,GO_AIR,Aura Go Air,2022-09-26,Control,Search,EU,0,72951,0.07,4,Med,Med,High,180,126,,
T0001850,C00502,GO_PLUS,Aura Go Plus,2022-09-26,Control,Email,SE,0,48398,0.18,3,High,Low,Med,260,174.2,3.61,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0005399,C01465,GO_LITE,Aura Go Lite,2022-09-26,Professional,Direct,EU,0,65251,0.08,3,Med,Med,Med,220,149.6,,
T0004239,C01149,GO_AIR,Aura Go Air,2022-09-27,Influencer,ReviewSite,MW,0,60787,0.09,4,Med,Med,High,180,126,,
T0004239,C01149,GO_MAX,Aura Go Max,2022-09-27,Influencer,ReviewSite,MW,0,60787,0.09,4,Med,Med,High,320,211.2,4.39,Battery and comfort are fantastic; a perfect starter.
T0000333,C00094,GO_PLUS,Aura Go Plus,2022-09-27,Influencer,Social,NE,0,52108,0.20,3,High,Med,Med,260,174.2,,
T0002642,C00727,PRO_STUDIO,Aura Pro Studio,2022-09-27,Control,Direct,SE,0,79540,0.21,5,Low,High,Med,1500,600,4.56,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
T0004569,C01235,GO_PLUS,Aura Go Plus,2022-09-27,Professional,Email,EU,0,51790,0.17,3,High,Med,Med,260,174.2,,
T0002642,C00727,PRO_STUDIO,Aura Pro Studio,2022-09-27,Control,Direct,SE,0,79540,0.21,5,Low,High,Med,1500,600,4.43,Impressive instrument separation and neutral tuning—reference-level clarity.
T0003148,C00852,GO_MAX,Aura Go Max,2022-09-28,Influencer,Email,EU,0,51846,0.18,3,High,Med,Med,320,211.2,,
T0002196,C00589,PRO_CLASSIC,Aura Pro Classic,2022-09-28,Professional,Direct,W,0,88026,0.23,5,Low,High,Med,1200,480,4.99,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0004957,C01351,GO_ACTIVE,Aura Go Active,2022-09-28,Influencer,Direct,SW,0,68538,0.09,4,Med,Med,High,280,193.2,,
T0003299,C00898,PRO_STUDIO,Aura Pro Studio,2022-09-28,Professional,Social,NE,0,58563,0.09,4,Med,Med,High,1500,600,,
T0002680,C00737,GO_MAX,Aura Go Max,2022-09-28,Influencer,Email,EU,0,50570,0.17,3,High,Med,Med,320,211.2,,
T0001684,C00460,PRO_CLASSIC,Aura Pro Classic,2022-09-29,Control,Direct,W,0,88322,0.21,5,Low,High,Med,1200,480,,
T0003392,C00923,GO_LITE,Aura Go Lite,2022-09-29,Influencer,Social,W,0,59093,0.08,4,Med,Med,Med,220,149.6,4.12,"Great everyday set—comfortable, convenient, and stylish."
T0001331,C00366,GO_ACTIVE,Aura Go Active,2022-09-29,Influencer,Social,EU,0,53642,0.18,3,High,Med,Med,280,193.2,,
T0001331,C00366,GO_LITE,Aura Go Lite,2022-09-29,Influencer,Social,EU,0,53642,0.18,3,High,Med,Med,220,149.6,,
T0002405,C00656,PRO_CLASSIC,Aura Pro Classic,2022-09-30,Control,ReviewSite,SE,0,82082,0.21,5,Low,High,Med,1200,480,,
T0002405,C00656,GO_MAX,Aura Go Max,2022-09-30,Control,ReviewSite,SE,0,82082,0.21,5,Low,High,Med,320,211.2,3.09,Detail is smeared and staging is narrow; below expectations for the brand.
T0002405,C00656,PRO_X,Aura Pro X,2022-09-30,Control,ReviewSite,SE,0,82082,0.21,5,Low,High,Med,1400,560,,
T0005068,C01376,GO_AIR,Aura Go Air,2022-09-30,Influencer,Email,MW,0,68588,0.07,4,Med,Med,High,180,126,,
T0001268,C00347,GO_AIR,Aura Go Air,2022-10-01,Influencer,Affiliate,NE,0,47508,0.19,3,High,Med,Med,180,126,,
T0001013,C00276,GO_AIR,Aura Go Air,2022-10-01,Influencer,Email,SE,0,46712,0.19,3,High,Med,High,180,126,,
T0001889,C00511,GO_PLUS,Aura Go Plus,2022-10-01,Influencer,Social,NE,0,47361,0.17,3,High,Med,Med,260,174.2,,
T0003260,C00890,PRO_X,Aura Pro X,2022-10-01,Professional,ReviewSite,SW,0,84715,0.22,5,Low,High,Med,1400,560,4.77,Soundstage is airy and natural; micro-detail retrieval is exceptional.
T0001763,C00478,GO_MAX,Aura Go Max,2022-10-02,Control,Email,MW,0,51813,0.19,3,High,Med,Med,320,211.2,,
T0001137,C00312,PRO_X,Aura Pro X,2022-10-02,Control,Direct,W,0,83264,0.22,5,Low,High,Med,1400,560,5,Impressive instrument separation and neutral tuning—reference-level clarity.
T0001394,C00385,GO_ACTIVE,Aura Go Active,2022-10-02,Influencer,Email,NE,0,53027,0.19,3,High,Med,Med,280,193.2,4.28,Very comfy with great battery life; sound is fine for commuting.
T0001749,C00475,GO_LITE,Aura Go Lite,2022-10-02,Control,Search,SE,0,45504,0.21,3,High,Med,Med,220,149.6,,
T0001974,C00530,GO_ACTIVE,Aura Go Active,2022-10-03,Influencer,Social,SW,0,67379,0.09,4,Med,Med,High,280,193.2,,
T0001974,C00530,GO_ACTIVE,Aura Go Active,2022-10-03,Influencer,Social,SW,0,67379,0.09,4,Med,Med,High,280,193.2,,
T0003926,C01064,GO_PLUS,Aura Go Plus,2022-10-03,Professional,Social,NE,0,48354,0.18,3,High,Med,Med,260,174.2,4.19,Solid value for money; looks sleek and gets the job done.
T0001038,C00283,GO_PLUS,Aura Go Plus,2022-10-03,Influencer,Email,MW,0,51562,0.17,3,High,Med,Med,260,174.2,,
T0004528,C01224,GO_PLUS,Aura Go Plus,2022-10-03,Professional,Social,MW,0,64509,0.08,4,Med,Med,Med,260,174.2,4.59,Battery and comfort are fantastic; a perfect starter.
T0004528,C01224,GO_LITE,Aura Go Lite,2022-10-03,Professional,Social,MW,0,64509,0.08,4,Med,Med,Med,220,149.6,3.95,"Great everyday set—comfortable, convenient, and stylish."
T0004941,C01348,PRO_STUDIO,Aura Pro Studio,2022-10-04,Professional,Direct,SE,0,50391,0.19,3,High,Med,Med,1500,600,3.91,Never knew detail like this existed; immersive and balanced.
T0004941,C01348,GO_LITE,Aura Go Lite,2022-10-04,Professional,Direct,SE,0,50391,0.19,3,High,Med,Med,220,149.6,4.44,Easy pairing and decent ANC; wish the sound had a bit more punch.
T0004895,C01336,GO_PLUS,Aura Go Plus,2022-10-04,Professional,Affiliate,EU,0,49620,0.18,3,High,Med,Med,260,174.2,,
T0004773,C01299,GO_AIR,Aura Go Air,2022-10-04,Professional,ReviewSite,EU,0,47316,0.17,3,High,Med,High,180,126,,
T0000031,C00011,PRO_CLASSIC,Aura Pro Classic,2022-10-04,Control,Direct,W,0,85578,0.22,5,Low,High,Med,1200,480,5,"Build quality is superb, comfort is solid for long sessions, imaging is precise."
